bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.35_S	PYR_BATCH_mu=0.40_S	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.50_S	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S	GLYC+AA_BATCH_mu=1.27_S	LB_BATCH_mu=1.9_S	GLC_BATCH_mu=0.6_NEW	FUM_BATCH_mu=0.55_NEW	PERSIST@8H_mu=0.02_NEW	STARVED@8H_mu=-0.005_NEW
b0026	Isoleucyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=ileS PE=1 SV=5	ileS	41	2164.51	104212.5396	b0026	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING	0.4400345125107851	0.4886506935687264	0.5810647083549687	0.5535756711808031	0.5373406193078324	0.7256830601092896	0.6174433113893549	0.5739822933875546	0.5860760021691069	0.6499420433846662	0.5816360324557046	0.5789505759034675	0.7070529016589301	0.8324030005679925	0.7215423689679058	0.6527536880583374	0.6461379412199084	0.9351963912421608	0.5806902652342022	0.635612111021947	0.38336198711974806	0.7156341245213143	1.2537306795676455	0.8215745110707995
b0028	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain K12) GN=fkpB PE=1 SV=2	fkpB	4	360.26	16052.921409999999	b0028	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING	0.04285303422490653	0.06016183270281631	0.0818435823257424	0.09693513898788313	0.056238615664845185	0.06841530054644808	0.08756077621444862	0.06862371330537552	0.07842155758561715	0.07472263619804603	0.1065987746315615	0.05525423040201516	0.06071645415907711	0.057190982627259725	0.06445778496113293	0.0473712676476622	0.08602865160242211	0.05849561741299006	0.10187047896246201	0.09451386500566829	0.010427665511373587	0.024406495749978194	0.020631478906756227	0.02297469069999876
b0029	4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Escherichia coli (strain K12) GN=ispH PE=1 SV=1	ispH	4	238.28	34734.93615	b0029	IM	Lipid transport and metabolism	METABOLISM	0.01020995110727639	0.01282051282051282	0.0131543159508444	0.0162984081729627	0.016188524590163934	0.02273224043715847	0.019405361215094015	0.016435802939805986	0.016184874650648644	0.024631561516807423	0.017159297897002813	0.016799723728847988	0.011751571772724602	0.01733356836476879	0.02482105749249596	0.01506928514146105	0.020122581597991435	0.015824989914548723	0.03310077187575796	0.0315895397862611	0.01476208433875719	0.027074190591287028	0.010296591091853031	0.023175181179468745
b0030	Non-specific ribonucleoside hydrolase rihC OS=Escherichia coli (strain K12) GN=rihC PE=1 SV=1	rihC	7	415.34	32521.711769999998	b0030	F	Nucleotide transport and metabolism	METABOLISM	0.04400345125107852	0.04650063051702396	0.01834680908933561	0.0270848182466144	0.046903460837887066	0.029945355191256833	0.04259713437459662	0.0294404202143432	0.01731114170108038	0.023803609869183635	0.0351879450240106	0.032096207365876456	0.006717981863407564	0.006561294239771236	0.004406218733164011	0.00285346612208359	0.0085659429921725	0.00511607437561888	0.05664226911498238	0.0836868049982804	0.00042866528260288234	0.027887559750138714	0.0037047636467378337	0.06329981216270883
b0031	Dihydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1	dapB	15	1303.15	28720.561210000003	b0031	E	Amino acid transport and metabolism	METABOLISM	0.11676732815645671	0.12242538881883144	0.12610340479192939	0.18341648847707295	0.11816939890710385	0.1724590163934426	0.12542489565853449	0.1126784428347524	0.1643515621741125	0.17304189435336972	0.1529640668984931	0.14199524651106105	0.24874160252267077	0.18998374365904772	0.28284460863541905	0.35062198101419273	0.20122581597991432	0.35574137235486114	0.11770748619612208	0.1528526118690053	0.024399106125769315	0.027088216994837603	0.0901995713781401	0.05738642863225815
b0032	Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) GN=carA PE=1 SV=1	carA	14	1420.06	41387.120460000006	b0032	EF	Amino acid transport and metabolism	METABOLISM	0.2962323842392868	0.33627574611181166	0.5860099399154365	0.4846756949394156	0.4189435336976321	0.6010928961748635	0.7314659438062046	0.80696403609099	0.671588870812998	0.8279516476237788	0.5961251862891207	0.6784894468482742	0.7853967134770943	0.8049826664316352	1.2237358577695683	0.9250452265055297	0.9544380446019791	1.0745589907213846	0.07076716745851702	0.06929318404728241	0.36889785507662853	0.458022867572305	1.2104018944799604	0.5271954346447905
b0033	Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) GN=carB PE=1 SV=2	carB	55	3752.55	117749.3328	b0033	EF	Amino acid transport and metabolism	METABOLISM	0.6269772792637331	0.725094577553594	0.8085453601364884	0.7032549299120933	0.8333333333333333	0.789071038251366	1.052020136827159	1.0801880798068368	0.9093563592374755	1.1549925484351713	1.0307998012916044	1.192435045808195	0.8617819299998041	1.0282625301134027	1.6720541830216271	1.0611909957291257	1.3347363757199822	1.2891040451828215	0.18833197791379533	0.10241124995223355	0.8752899142206434	1.020497781089738	2.577669438099932	1.2369076135453672
b0036	Carnitinyl-CoA dehydratase OS=Escherichia coli (strain K12) GN=caiD PE=1 SV=4	caiD	4	162.22	28154.48043	b0036	I	Lipid transport and metabolism	METABOLISM	0.001443773367845844	0.004361076082387558	0.0010656974012808148	0.0013114754098360656	0.0038023679417122035	0.0009792349726775959	0.001615679187642528	0.002181556318041259	0.0010428398615108664	0.001134293757244577		0.0026814552989213236	9.107468123861568e-05		0.0053490340952820755	0.0016300192096085342		0.0006491363186269117		0.0006789203510514987				
b0046	Glutathione-regulated potassium-efflux system ancillary protein kefF OS=Escherichia coli (strain K12) GN=kefF PE=1 SV=1	kefF	2	116.08	20139.010309999998	b0046	R	General function prediction only	POORLY CHARACTERIZED	0.0005752085130859937	0.0012557797393862968	0.0012709245110402293	0.0017034925160370634	0.0010632969034608379	0.0007781420765027322	0.0004410309367066822	0.002245096793324014	0.0017957702415217116	0.0022975658221559853		0.0014463607369939262	0.0008892022641361615		0.0029246517355499112	0.0004737126764766221		0.0006106282319287051		0.0013756735068210478				
b0047	Glutathione-regulated potassium-efflux system protein kefC OS=Escherichia coli (strain K12) GN=kefC PE=1 SV=2	kefC	3	140.33	67734.07836	b0047	P	Inorganic ion transport and metabolism	METABOLISM	0.0033362093758987636	0.002758511979823455	0.0006725514922236233	0.0009360893323829888	0.0026183970856102005	0.0006448087431693989	0.0011101071382470635	0.001046299826322701	0.0018187127184749509	0.0009148865706242754	0.0009417949991720483	0.0024173725800881634	0.0002663689601817576	0.00028007912724993636	0.0004829523589625182	0.0007012439620283854	0.0006941367597105301	0.0005739538636446986	0.00048367076146042885	0.0005184251085890431	0.00017242527084780274	0.0008973595367531512	0.010753006147580886	0.0009302449092057393
b0048	Dihydrofolate reductase OS=Escherichia coli (strain K12) GN=folA PE=1 SV=1	folA	5	264.31	17969.89353	b0048	H	Coenzyme transport and metabolism	METABOLISM	0.014610296232384239	0.012137452711223204	0.012857602057216328	0.012544547398431933	0.012112932604735884	0.01851366120218579	0.020265909384277785	0.014571948998178506	0.015204605180828432	0.018359827786057294	0.014302864712700777	0.011782152071017937	0.013024658714769767	0.012789627279315274	0.01693219425844686	0.013857028292209849	0.014547334219465368	0.012652657057982176	0.03752371984191528	0.021654120014775756	0.02135840621532439	0.04605077381391911	0.09507706798877827	0.08069165062705216
b0049	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] OS=Escherichia coli (strain K12) GN=apaH PE=1 SV=2	apaH	5	276.12	31258.688469999997	b0049	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING	0.006097210238711534	0.005674653215636823	0.00462379150903741	0.006224756474221905	0.004667577413479054	0.005158469945355191	0.005055720493954649	0.004384292794510102	0.00444249781003629	0.004388143732406027	0.004326047358834243	0.003961240782497409	0.006385020663180367	0.004250151791135397	0.005714615562225815	0.005800182771032657	0.002972234529611579	0.005702864268162982	0.004708299447844883	0.006075891321792962	0.0013033051145606596	0.002364323727967842	0.006547959649346949	0.005522678194852996
b0050	Protein ApaG OS=Escherichia coli (strain K12) GN=apaG PE=3 SV=1	apaG	1	29.62	13840.01621	b0050	P	Inorganic ion transport and metabolism	METABOLISM	0.0009059534081104401	0.0010534888608659098	0.0010211903172366048	0.001071513423616061	0.0008219489981785064	0.0008021857923497267	0.0006045350888515985	0.0005655102300165206	0.0009385558753597797	0.0006499420433846663	0.0009749130650769996	0.0005017571657830054	0.0013631823256360538	0.0008343615958634466	0.0005753097821904103	0.002424513698502396	0.0004393738000295377	0.0008086698206623391	0.0003723836836022771	0.0004853070426840918	0.0016230136287176628	0.003788413745787203	0.018932687859106116	0.003908108490114811
b0051	Ribosomal RNA small subunit methyltransferase A OS=Escherichia coli (strain K12) GN=rsmA PE=1 SV=1	rsmA	5	414.87	30382.610310000004	b0051	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING	0.009692263445498993	0.00809163514081547	0.009222856860272481	0.013281064385839867	0.008948087431693988	0.015387978142076502	0.014349640721139367	0.015673317236412927	0.012451507946439747	0.017904454379864217	0.012357178340784898	0.010603936863916145	0.01543373092817831	0.015179113539769277	0.024436234895713078	0.016598593782054867	0.016614975631369076	0.022554736494663878	0.022970794275849277	0.028914619078553506	0.015118491117372186	0.023246253016797728	0.05576874026327787	0.03583866785662798
b0052	4-hydroxythreonine-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=pdxA PE=1 SV=1	pdxA	8	377.06	35073.53746	b0052	H	Coenzyme transport and metabolism	METABOLISM	0.01348863963186655	0.014843421605716686	0.018594070667359002	0.019648372535043954	0.014116575591985427	0.022295081967213116	0.019168710468568478	0.017515991019612827	0.02148250114712385	0.02001573108130485	0.0160829607550919	0.013569788936965485	0.030358227079538554	0.021740407779540512	0.020588008927884247	0.02573714541487159	0.01709496381627529	0.019804158873363408	0.01319750602805005	0.01324722636198046	0.010177619896105843	0.019265253989838232	0.02530131617985026	0.023943357062818492
b0053	Chaperone surA OS=Escherichia coli (strain K12) GN=surA PE=1 SV=1	surA	24	1270.98	47236.24996	b0053	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING	0.18291630716134605	0.1812736443883985	0.22970600598373017	0.16773580422903303	0.1755464480874317	0.20699453551912572	0.18996600834731725	0.19739907654509256	0.1852083594043299	0.21112767014406358	0.19270574598443452	0.16393442622950818	0.23307284015903795	0.19037546271813852	0.2347417840375587	0.1781085063130607	0.2030719243833998	0.20170902556203468	0.20259955199817373	0.2547543531150088	0.07871027221390278	0.14767450094619738	0.38951510794525596	0.2360007621777256
b0054	LPS-assembly protein lptD OS=Escherichia coli (strain K12) GN=lptD PE=1 SV=2	lptD	23	1380.25	89597.20601000001	b0054	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING	0.13172274949669255	0.13240857503152584	0.1369829142249586	0.10430030886196248	0.12226775956284154	0.11562841530054646	0.11294694720536981	0.10653619689075275	0.1614316105618821	0.11198046034111608	0.10639178671965557	0.11294614743941332	0.1700060716454159	0.1257418179681532	0.14988840144693297	0.1684104515190511	0.09784374538472901	0.1465141012946052	0.1540898001112871	0.17323296011820605	0.11327079642407147	0.20581830105777443	0.512133589936077	0.26420769721310117
b0055	DnaJ-like protein djlA OS=Escherichia coli (strain K12) GN=djlA PE=1 SV=1	djlA	1	36.24	30541.548639999997	b0055	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING	0.006212251941328731	0.005622110130306851	0.0037336498281532035	0.00024471370871941077	0.005373406193078325	0.0024043715846994535	0.002818295254076847	0.0030287626551446603	0.00011888374421223874	0.003953469117403544	0.0002856433184302037	0.007455258293213075	0.0022719705427267562	0.003094580566817479	9.870699607480952e-05	0.0025923646468602544	0.00428297149608625	0.004675981956210804	0.0001683573741956655	2.2673137427235783e-06	0.011295641389229052	0.013976668886939317	0.04684630208197796	0.021173585907109806
b0058	Ribosomal large subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rluA PE=1 SV=2	rluA	6	322.31	24826.72331	b0058	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING	0.007506471095772219	0.013188314417822613	0.006774967237840912	0.006129722024233787	0.011930783242258653	0.005092896174863388	0.008734563917215266	0.007158893548523742	0.006507320735827806	0.009480046365292266		0.006114530643752412	0.009695046712497796		0.009370430231663203	0.009959156269232921		0.011038984853485898		0.020252971072643206				
b0059	RNA polymerase-associated protein rapA OS=Escherichia coli (strain K12) GN=rapA PE=1 SV=2	rapA	18	870.09	109682.6916	b0059	KL	Transcription	INFORMATION STORAGE AND PROCESSING	0.04630428530342249	0.0362547288776797	0.020992507974185892	0.02827274887146591	0.03529143897996357	0.021420765027322403	0.024095348737145562	0.02329817427034354	0.037959370958995535	0.027943368107302535	0.028564331843020367	0.039002986166128344	0.019781812484086413	0.030749946138629372	0.029438928653890556	0.03524869915515022	0.032306897060995425	0.03392379066270583	0.04808172466435532	0.12521176455602684	0.04746441310859235	0.07166022654743423	0.24605490748205613	0.09667134098063893
b0068	Thiamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=thiB PE=1 SV=2	thiB	1	59.89	36122.50419	b0068	H	Coenzyme transport and metabolism	METABOLISM	0.0009749784296807593	0.000930012610340479	0.0017234131988230349	0.0027084818246614403	0.0010769581056466304	0.004306010928961748	0.0022804526483369905	0.0034523658236963613	0.002753097234388687	0.003373902964066899	0.0025666501076337138	0.002275174193024153	0.0014591534951133047	0.002036939107272264	0.002135765412145001	0.00028161659113373993	0.002492246344705361	1.4046283052774415e-05	0.0037095692619383927	0.006241481651317717				
b0071	3-isopropylmalate dehydratase small subunit OS=Escherichia coli (strain K12) GN=leuD PE=1 SV=3	leuD	10	680.37	22455.24259	b0071	E	Amino acid transport and metabolism	METABOLISM	0.7218866839229221	0.5333123160992014	0.4821600771456124	0.5892135899263483	0.4758652094717668	0.2972677595628415	0.39154941697861534	0.4977337230482483	0.47970633629499854	0.40155654909753263	0.42225534028812717	0.3047108294228777	0.2820377225453905	0.41326360734081513	0.36750557992765337	0.11712266174303883	0.37845222271451784	0.17475336487329007	0.0473683459601364	0.02190887436789076	0.07482398217654886	0.15600245332174845	0.03247001386779407	0.030191459092071455
b0072	3-isopropylmalate dehydratase large subunit OS=Escherichia coli (strain K12) GN=leuC PE=1 SV=2	leuC	19	1235.05	49832.042219999996	b0072	E	Amino acid transport and metabolism	METABOLISM	0.8599367270635606	0.6725514922236233	0.4673243824642088	0.698503207412687	0.5828779599271403	0.3825136612021857	0.5227830127791403	0.49137967551997275	0.6215325574604763	0.5009107468123861	0.3560192084782248	0.3676844008369391	0.26049317429539537	0.3701745108408249	0.4406218733164012	0.17139446837874633	0.3932210899424014	0.1826383540543514	0.08432136283867654	0.05897563274612456	0.22144204349713215	0.49614134484483735	0.08595948110067042	0.0846591677081576
b0073	3-isopropylmalate dehydrogenase OS=Escherichia coli (strain K12) GN=leuB PE=1 SV=3	leuB	13	919.93	39474.00703	b0073	CE	Energy production and conversion	METABOLISM	1.3028472821397756	1.0850147120638922	1.2437257374576562	1.1285340936089332	0.9221311475409837	0.42841530054644805	0.6282001635041521	0.6121065785572075	0.5839903224460853	0.6830601092896175	0.5816360324557046	0.7272431795559348	1.5688348316587342	0.8872436688407074	0.579158008158239	0.5725582349540274	0.6073696647467139	0.75549198665053	0.07033914023598567	0.04954972168086921	0.3173101310560021	0.589752861499992	0.35899657524486556	0.5339324305685433
b0074	2-isopropylmalate synthase OS=Escherichia coli (strain K12) GN=leuA PE=1 SV=5	leuA	30	2302.65	57244.09138	b0074	E	Amino acid transport and metabolism	METABOLISM	1.374748346275525	0.9457755359394704	1.0038820067749672	0.957472083630316	0.8287795992714025	0.43497267759562835	0.5959296071597606	0.6989452281103063	0.6277895966295415	0.6644311972180824	0.6561516807418446	0.7150547463790198	1.17515717727246	0.9792976477270502	0.4964211498499192	0.39165221283500246	0.668291242061734	0.825173286390142	0.12113170397637289	0.1071242054848612	0.2778745698377919	0.5116135319180286	0.23152409908249097	0.3982008897373955
b0077	Acetolactate synthase isozyme 3 large subunit OS=Escherichia coli (strain K12) GN=ilvI PE=1 SV=2	ilvI	16	792.09	62925.97681	b0077	EH	Amino acid transport and metabolism	METABOLISM	0.08513085993672707	0.09851828499369482	0.07195311920480678	0.07626514611546685	0.09836065573770493	0.10557377049180328	0.07723419818424336	0.06756470538399627	0.08864138822842364	0.10204504056963073	0.07844841861235304	0.09588234099173218	0.07540591887498285	0.0916622598272519	0.08850919726006311	0.08261996680281243	0.08547481908137645	0.07756628892067334	0.015837007233660064	0.015157884010343028	0.12193326731625341	0.17628008866906061	0.3006007812184795	0.20635196457679886
b0078	Acetolactate synthase isozyme 3 small subunit OS=Escherichia coli (strain K12) GN=ilvH PE=1 SV=3	ilvH	9	590.6	17947.67665	b0078	E	Amino acid transport and metabolism	METABOLISM	0.06125970664365833	0.06462799495586381	0.09470118438295874	0.06391066761701117	0.05806010928961748	0.08699453551912568	0.06152919409663956	0.08853306222730545	0.09010136403453886	0.07679251531710549	0.09811227024341777	0.06520811749649581	0.08186928334998139	0.10635172454315765	0.08793196336488879	0.08858800052220293	0.10633584404076206	0.0784831481277735	0.01940390075475467	0.01668641012903308	0.03906065019902297	0.06074298330095688	0.12342686905566101	0.08095412689688203
b0080	Fructose repressor OS=Escherichia coli (strain K12) GN=fruR PE=1 SV=1	cra	8	542.92	37957.71142	b0080	K	Transcription	INFORMATION STORAGE AND PROCESSING	0.0638481449525453	0.04886506935687263	0.03733649828153203	0.038726538370159186	0.04644808743169399	0.04415300546448087	0.041306312120820955	0.04278392002372178	0.028573812205397738	0.032911077993045205	0.03787878787878788	0.03697158063664249	0.011301094854770159	0.021936267309085922	0.017971215269760643	0.01462168261250676	0.032306897060995425	0.017677045512891044	0.021258685385723865	0.02980625931445604	0.015402518444423245	0.0501325716058768	0.04723403421588672	0.05280337211597911
b0081	Protein MraZ OS=Escherichia coli (strain K12) GN=mraZ PE=3 SV=1	mraZ	3	175.13	17356.92635	b0081	S	Function unknown	POORLY CHARACTERIZED	0.0092608570606845	0.007408575031525851	0.011275127957866626	0.01050130672368734	0.00692167577413479	0.010229508196721311	0.009164838001807151	0.005761003092303129	0.00748759020564802	0.008134624937903625	0.005940553071700612	0.007983423730879395	0.007599349746361908	0.008676577158861665	0.00819672131147541	0.00967940468863649	0.006276768571850539	0.009040231782007555	0.004480018262494828	0.0031207408256588584	0.0036981269499993478	0.0066904430283105465	0.040308229714889295	0.015350899194152985
b0082	Ribosomal RNA small subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rsmH PE=1 SV=1	rsmH	10	598.72	34838.18791	b0082	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING	0.0275237273511648	0.024721521647751155	0.04327077615409342	0.042290330244713716	0.02436247723132969	0.05442622950819672	0.03743384535949399	0.04341932477654933	0.03399657948525424	0.039741679085941374	0.04429541314787216	0.02722083409511041	0.04034706308635447	0.05072761815226119	0.04156084045255138	0.04867677502377889	0.046891153448530495	0.059045732937250156	0.03167401446732013	0.036684626848561275	0.030700542447757145	0.0531760057974964	0.12129325505097292	0.07833752576750104
b0083	Cell division protein ftsL OS=Escherichia coli (strain K12) GN=ftsL PE=3 SV=1	ftsL	2	144.61	13600.25765	b0083	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING	0.00023727351164797242	0.0006489071038251367	0.0003882006774967238	0.0013732478023283444	0.0008765938069216759	0.002382513661202186	0.0016178305580654877	0.0014338967255475069	0.0013869770158094522	0.0018132141082960753	0.0014157973174366617	0.0010705507140390434	0.0001425857375090585	2.9574788961356914e-05	0.0025590702686061726	0.000734814151699957	0.001055974006793679	3.0256353834305205e-05	0.0010415329081596256	0.0021399365661660744				
